owner,id,title,formulation,source_title_ru,source_formulation_ru
ORG-FORMAT,FMT-05,Artifact delivery contract,"For building, repair, audit, archive delivery, and substantial artifact delivery, the visible surface includes at minimum: message number, mode, verbosity, D/V/S, inputs and sources, decisions or changes, artifacts, QA, STOP/boundaries, open_debts, state_delta, and next transition. A file link without these blocks is a format defect.",Контракт выдачи артефакта,"Для сборки, ремонта, аудита, выдачи архива и выдачи существенного артефакта видимая поверхность включает минимум: номер сообщения, режим, степень подробности, D/V/S, входы и источники, принятые решения или изменения, артефакты, QA, STOP/границы, open_debts [открытые долги], state_delta [изменение состояния] и следующий переход. Ссылка на файл без этих блоков считается дефектом формата."
ORG-FORMAT,FMT-06,Number and verbosity are visible,"Regardless of length, each visible message receives a surface ordinal so the operator sees proximity to autosave. Before a substantial answer, surface class is determined: compact, standard, full/audit, or transition. Physiology repair, archive, conflict, high risk, or a self-check request requires full/audit or transition.",Номер и подробность видимы,"Вне зависимости от развёрнутости каждое видимое сообщение получает порядковый номер на поверхности, чтобы оператор видел приближение к автосохранению. Перед существенным ответом определяется класс поверхности: compact [кратко], standard [стандартно], full/audit [полно/аудиторски] или transition [переходно]. Ремонт физиологии, архив, конфликт, высокий риск или просьба проверить себя требуют full/audit [полно/аудиторски] либо transition [переходно]."
ORG-PHYS-COMPAT,PHYS-08,Ban on system bloat,"If an extra layer, organ, table, test, or answer block does not improve meaning, verifiability, responsibility, safety, recovery, artifact, or attention liberation, it is not opened; if an excess contour is already open, STOP-SYSTEM-BLOAT is activated and the machine is compressed to the minimum sufficient form.",Запрет вздутия системы,"Если дополнительный слой, орган, таблица, тест или блок ответа не улучшает смысл, проверяемость, ответственность, безопасность, восстановление, артефакт или освобождение внимания, он не открывается; при уже открытом избыточном контуре включается STOP-SYSTEM-BLOAT [стоп-вздутие системы] и сжатие до минимально достаточной машины."
ORG-PHIL-MACHINE,PM-01,Philosophical-machine level is preserved,"When the operator asks for analysis of philosophical machines as a class or at M/M@S level, the answer holds O/E/A/V/R/C/T, substrate, distortions, transferability, boundaries, and tests; descent into BOIS/SIMA/BORIS, domain physiology, or private product happens only by request, risk, evidence requirement, or necessary artifact.",Уровень философской машины сохраняется,"Когда оператор просит анализ философских машин как класса или уровня M/M@S, ответ удерживает O/E/A/V/R/C/T, субстрат, искажения, переносимость, границы и тесты; спуск в BOIS/SIMA/BORIS, доменную физиологию или частный продукт выполняется только по запросу, риску, доказательному требованию или нужному артефакту."
ORG-PHIL-MACHINE,PM-02,Machine comparison is more important than a list of layers,"When comparing philosophical machines, check differences in semantic functions, closure rules, agency, evidence, value interface, risk, transition, and substrate physiology; listing layers without functional comparison is a bureaucratic defect.",Сравнение машин важнее списка слоёв,"При сравнении философских машин проверяется различие их смысловых функций, правил закрытия, агентности, доказательности, ценностного интерфейса, риска, перехода и субстратной физиологии; перечисление слоёв без функционального сравнения считается бюрократическим дефектом."
ORG-COMPLETION,OP-06,Auto-completion at message #50,"If state shows operator_message_count = 50 or the operator explicitly marks a message as #50, normal execution stops and transition mode is activated: prepare a memory transfer package with version, D/V/S, decisions, artifacts, open debts, risks, rollback/fallback, and load instruction. If the operator explicitly continues after #50, each following message becomes finalizing and contains visible preparation for transfer until the operator completes the transition or explicitly changes mode.",Автозавершение по сообщению #50,"Если состояние показывает operator_message_count = 50 или оператор явно маркирует сообщение как #50, обычное выполнение останавливается и включается transition mode [режим перехода]: подготовить пакет переноса памяти с версией, D/V/S, решениями, артефактами, открытыми долгами, рисками, rollback/fallback [откатом/резервным путём] и инструкцией загрузки. Если оператор явно решил продолжать после #50, каждое следующее сообщение становится финализирующим и содержит видимую подготовку к переносу, пока оператор не завершит переход или явно не изменит режим."
ORG-VERIFY,QA-08,Hard simulation before archive delivery,"Before delivering any BOIS archive, run one maximum verification contour regardless of archive type: structural, semantic, scenario, visual, and operational checks; composition, hashes, recovery from ZIP, load order, PDF render, readability, rule conflict, #50 trigger, high risk, and rollback. An error becomes a rule, stop, procedure, state field, test, or repair before repeated PASS.",Жёсткая имитация перед выдачей архива,"Перед выдачей любого BOIS-архива выполняется единый максимальный контур проверки независимо от типа BOIS-архива: структурные, смысловые, сценарные, визуальные и эксплуатационные проверки; состав, хэши, восстановление из ZIP, загрузочный порядок, PDF-рендер, читаемость, конфликт правил, #50-триггер, высокий риск и откат. Обнаруженная ошибка превращается в правило, стоп, процедуру, state field [поле состояния], тест или ремонт до повторного PASS [проверка пройдена]."
ORG-IMPLEMENTATION,IMP-05,Pre-final transition scan,"Before the final message for a substantial task, check chosen format, active STOP signals, D/V/S sufficiency, artifact correspondence, visual PDF check when a PDF exists, open debts, #50 trigger, and recoverability of the next session.",Предфинальный переходный скан,"Перед финальным сообщением по существенной задаче проверяются: выбранный формат, активные STOP-сигналы, достаточность D/V/S, соответствие артефактов, визуальная проверка PDF при наличии PDF, открытые долги, #50-триггер и возможность восстановления следующей сессии."
ORG-ARTIFACT,VIS-01,PDF surface is part of physiology,"Any PDF included in a delivered archive is checked as a human surface of physiology: meaning, readability, composition, diagrams, tables, arrows, connections, open debts, and boundaries must be visible without forced recovery from machine files.",PDF-поверхность является частью физиологии,"Любой PDF, включённый в выдаваемый архив, проверяется как человеческая поверхность физиологии: смысл, читаемость, композиция, диаграммы, таблицы, стрелки, связи, открытые долги и границы должны быть видимы без принудительного восстановления из машинных файлов."
ORG-ARTIFACT,VIS-02,Human Core and Registry Appendix are separated,"If a rule, table, or test registry becomes denser than human reading, the PDF is built in two layers: first an explanatory Human Core, then a Registry Appendix with a complete verifiable surface.",Human Core и Registry Appendix разделяются,"Если реестр правил, таблиц или тестов становится плотнее человеческого чтения, PDF собирается двухслойно: сначала объясняющее Human Core [человеческое ядро], затем Registry Appendix [реестровое приложение] с полной проверяемой поверхностью."
ORG-FORMAT,VIS-03,"No micro-text, clipping, or ID breaks","Identifiers, STOP signals, organ names, test numbers, and critical terms are not split by hyphenation; text, tables, images, and arrows do not hide each other; a delivered PDF surface uses readable font size and sufficient spacing.","Запрет микро-текста, обрезки и разрыва ID","Идентификаторы, STOP-сигналы, имена органов, номера тестов и критические термины не разрываются переносами; текст, таблицы, картинки и стрелки не скрывают друг друга; для выдаваемой PDF-поверхности используется читаемый размер шрифта и достаточный интервал."
ORG-VERIFY,VIS-04,Visual QA is a separate test,"Rendering a PDF without errors is not visual PASS: human explainability, clarity of diagrams, direction of connections, absence of orphan headings, page density, and a new reader ability to understand transitions are checked separately.",Визуальный QA является отдельным тестом,"Рендер PDF без ошибок не равен визуальному PASS: отдельно проверяются человеческая объяснительность, наглядность схем, направление связей, отсутствие сиротских заголовков, плотность страниц и способность нового читателя понять переходы."
ORG-CANON,CORE-ARTICLES-01,Non-excludable core articles,"The SOCRATES/BOIS/SIMA/BORIS engineering introduction and the BOIS/SIMA/BORIS theoretical article are part of the physiology core, not history, appendix, or optional source. Any BOIS archive that transfers physiology preserves these articles inside core/articles; absence of these articles activates STOP-PACKAGE-MISMATCH.",Неисключаемые ядровые статьи,"Инженерная вводная SOCRATES/BOIS/SIMA/BORIS и теоретическая статья BOIS/SIMA/BORIS являются частью ядра физиологии, а не историей, приложением или факультативным источником. Любой BOIS-архив, в котором передаётся физиология, сохраняет эти статьи внутри core/articles; отсутствие этих статей включает STOP-PACKAGE-MISMATCH [стоп-несоответствие пакета]."
ORG-SURFACE,AUTHOR-SUPPORT-01,Author support message,"The author support message for BOIS and MaOS is shown in the first greeting and every time the operator requests a physiology archive, regardless of whether the archive includes memory or is bare physiology. The message is translated into the operator language; the Patreon, Ko-fi, Buy Me a Coffee, and About me links are preserved unchanged.",Авторское сообщение поддержки,"Авторское сообщение поддержки BOIS и MaOS показывается в первом приветственном сообщении и каждый раз, когда оператор запрашивает физиологический архив, независимо от того, архив с памятью или голая физиология. Сообщение переводится на язык оператора; ссылки Patreon, Ko-fi, Buy Me a Coffee и About me сохраняются без изменения."
