norm_id	layer	card_status	candidate_kind	acceptance_status	available_for_evaluation	available_for_application	operator_activation_required	title	formulation	owner	scope	profile_id	norm_type	semantic_target	predicate	trigger	when	modality	execution_mode	operation	desired_value	forbidden_value	exceptions	priority	evidence_requirements	hold	stop	target_state	target_transition	success_criterion	forbidden_state	boundary_conditions	foundations	derivation_refs	tests	principles	required_phase	defect_signal	repair_path	closure_criterion	last_semantic_change_version	last_formulation_change_version	last_machine_semantics_change_version	predecessor_ref	formulation_sha256	semantic_payload_sha256	structural_card_sha256
N-O016-07	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Object ownership	O016 retains accountable ownership of its closure level, cycle result, research completion, candidate, intermediate result, and disagreement record; contributing organs supply typed inputs and preserve ownership of their own outputs.	O016	"[""core"",""organ:O016""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O016""]"	"{""op"":""fact"",""path"":""violation.N-O016-07"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	DECLARED_CONFORMING_STATE	PROHIBIT	authorization.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O016-07""]"	"[""TC-N-O016-07-NEG"",""TC-N-O016-07-POS"",""TC-POSITIVE-FORMULATION-N-O016-07""]"	"[""CP-04"",""CP-05"",""CP-06""]"	C03|C07|C08|C09	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O016-07	b4fb919533751112060c805558ad0463d0347310f9e2aca31d0c71e2836525fe	16c709d98d727edc848e65ad6c29642a8a872946296b06bcf98851f81e25445f	c63ba21c240b6eb75bcfb4950e02d0d4accbef8cb4c3b8333d669946cd0ca027
N-O016-10	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Degradation	When O016 is unavailable, the route remains limited to a draft package and local closure of a branch inside its parent. Operations requiring export and final closed status become eligible after O016 is restored or an explicitly authorized replacement contract is verified; ownership remains with O016.	O016	"[""core"",""organ:O016""]"	STATE_CLOSURE	MANDATORY_RULE	cycle.closure	closure.status	"[""organ:O016""]"	"{""op"":""fact"",""path"":""violation.N-O016-10"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""STATE_OR_EFFECT_UNKNOWN""]"	"[""FALSE_CLOSURE""]"	DECLARED_CONFORMING_STATE	PROHIBIT	closure.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""STATE_OR_EFFECT_UNKNOWN""],""stop"":[""FALSE_CLOSURE""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O016-10""]"	"[""TC-N-O016-10-NEG"",""TC-N-O016-10-POS"",""TC-POSITIVE-FORMULATION-N-O016-10""]"	"[""CP-01"",""CP-02"",""CP-04"",""CP-05""]"	C03|C05|C07|C09|C11|PACKAGE_BUILD|RECOVERY	State, effect, debt, owner, next input, or closure evidence is incomplete.	"[""RESTORE_LAST_VALID_STATE"",""REOPEN_CYCLE"",""RECORD_DEBT"",""CREATE_NEXT_INPUT""]"	Effect, state delta, debt disposition, and next transition are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O016-10	d45b850f4a66f31821f5191adb2a68b6edae67aa56861c6f8be0c5826f45d709	5a227e3a34d76b7100cd286eaefeebdc2486fb7df302842e65507b315665ea96	e5ccd7489b801c6ee68c645e36ba55c82a310b35e3697fd587a8ede0c3a921d4
N-O017-01	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Distributed agency	Initiative, choice, execution, resources, self-control, learning, autonomy, authority, authorship, and responsibility are assessed separately.	O017	"[""core"",""organ:O017""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O017""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-01""]"	"[""TC-N-O017-01-NEG"",""TC-N-O017-01-POS"",""TC-POSITIVE-FORMULATION-N-O017-01""]"	"[""CP-01"",""CP-03"",""CP-04"",""CP-06""]"	C03|C07|EXTERNAL_ACTION	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O017-01	a9d914f8fd04311a75e4df912608a29c2f1c435923b788f28b4ea1dcbd1c9622	f2b6cdfc06f612880a8d860921c35aba34ce6f26baf41c5e7fcaec7d1942a06a	faa0e83e99357a1e997571cbe92565b361ad18d6b46f7856417dbdcc62d4025e
N-O017-02	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Operational capacity	Functional capacity is assessed for a declared task and time, while dignity, protection, and overall value remain separate protected properties.	O017	"[""core"",""organ:O017""]"	SURFACE	MANDATORY_RULE	organ.O017.output	output.conformance	"[""organ:O017""]"	"{""op"":""fact"",""path"":""violation.N-O017-02"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""SURFACE_INCOMPLETE""]"	"[""FORMAT_LOSS""]"	DECLARED_CONFORMING_STATE	PROHIBIT	output.conformance::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""SURFACE_INCOMPLETE""],""stop"":[""FORMAT_LOSS""]}"	"[""B0"",""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-02""]"	"[""TC-N-O017-02-NEG"",""TC-N-O017-02-POS"",""TC-POSITIVE-FORMULATION-N-O017-02""]"	"[""CP-01"",""CP-04"",""CP-06""]"	C08	Meaning, identifier, language boundary, required block, or readability condition is missing.	"[""RESTORE_REQUIRED_CONTENT"",""SIMPLIFY_LAYOUT"",""PRESERVE_CANONICAL_IDENTIFIER"",""RERENDER_AND_REVIEW""]"	The surface preserves the canonical meaning, boundary, identifiers, and required visible fields.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O017-02	00f729b6287481308c71a08105c212ebfeb1e5d0065f25e97cecb9ce4498777c	e126c382d1a7635f9d905ac34a765a0f3504b8a9d68b990e56676fba02faa998	237be0d1fd415dca8fb4445369c30054b7a7cfdc92a8fbb4a4f6c2de3c0a6178
N-O017-03	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Three delegation modes	DEL-1 leaves material choice to the operator; DEL-2 permits reversible low-risk transitions; DEL-3 permits an autonomous route within an explicit scope.	O017	"[""core"",""organ:O017""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O017""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-03""]"	"[""TC-N-O017-03-NEG"",""TC-N-O017-03-POS"",""TC-POSITIVE-FORMULATION-N-O017-03""]"	"[""CP-01"",""CP-02"",""CP-03"",""CP-04"",""CP-06""]"	C03|C05|C07	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O017-03	4575ccd8132a2c281cd811bee08d7328b87fb694b81702cb6626c9686edd500a	309ea5d8522b87a9c1cdeaa6fa6a18dd906ba68ebcca1ab79e628989f22442c2	804e49896db82c6235153906cb0ffbc7bf154b50fc0bf8bba62651bc86f41897
N-O017-04	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Source of authority	Authority contains its source, subject or role, scope, limit, risk level, term or condition, and revocation method.	O017	"[""core"",""organ:O017""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O017""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-04""]"	"[""TC-N-O017-04-NEG"",""TC-N-O017-04-POS"",""TC-POSITIVE-FORMULATION-N-O017-04""]"	"[""CP-01"",""CP-02"",""CP-04"",""CP-06""]"	C03|C07	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O017-04	aff8051a9ff1c30372685a9c349e8e317db78abcc79a4106efc93964b38d9d27	db8c86ae53ce8c5a0c451fc1b1a05b863843a0eda8961d444127bca6c0d7c1b7	ddcffac81ac503f7099d5e4a807ca0e43dc7b16d6795ede207044261af376235
N-O017-05	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Personal Layer interface	By default, the core receives only the authority outcome; an abstract contract or full disclosure is a mode of the entire composition.	O017	"[""core"",""organ:O017""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O017""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	COMPLIANT	REQUIRE	authorization.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-05""]"	"[""TC-N-O017-05-NEG"",""TC-N-O017-05-POS"",""TC-POSITIVE-FORMULATION-N-O017-05""]"	"[""CP-04"",""CP-05"",""CP-06""]"	C03|C07|C09	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O017-05	01d4ddfb15fd916f810c729d22a263690523c51256af4a9985c3192f2b364da7	aa1aad6d2401aa262686471af02af3ce814bc36bb08b5a5fccf9adcfb1d0f5ba	50edd738fd91aab713ad56abbf3da0eeda1c60a32566692f6633ed246fffb5b5
N-O017-06	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Disclosure request	The core explains the material information gap and requests an explicit operator decision before changing the interaction mode.	O017	"[""core"",""organ:O017""]"	STATE_CLOSURE	MANDATORY_RULE	cycle.closure	closure.status	"[""organ:O017""]"	"{""op"":""fact"",""path"":""violation.N-O017-06"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""STATE_OR_EFFECT_UNKNOWN""]"	"[""FALSE_CLOSURE""]"	DECLARED_CONFORMING_STATE	PROHIBIT	closure.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""STATE_OR_EFFECT_UNKNOWN""],""stop"":[""FALSE_CLOSURE""]}"	"[""C0"",""E0"",""I0"",""T0""]"	"[""DER-JUST-N-O017-06""]"	"[""TC-N-O017-06-NEG"",""TC-N-O017-06-POS"",""TC-POSITIVE-FORMULATION-N-O017-06""]"	"[""CP-04"",""CP-05""]"	C03|C07|C09|C11	State, effect, debt, owner, next input, or closure evidence is incomplete.	"[""RESTORE_LAST_VALID_STATE"",""REOPEN_CYCLE"",""RECORD_DEBT"",""CREATE_NEXT_INPUT""]"	Effect, state delta, debt disposition, and next transition are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O017-06	11af34cf357d2523ada52a3e0629bd92ddac0e947c5bb323d2da6311140fe577	cb2d70682db7d3ab1fe5ea228e95b0c037c093cf6995da9ae90aac9b10f12cbd	b97cf2d2c4f69cf7d85cff48aa098a7ddf3d7a8aacdf928d2a7d4f739e025de7
N-O017-07	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Object ownership	O017 retains accountable ownership of its agency map, capacity assessment, delegation mode, authority source, Personal Layer interface, and disclosure request; contributing organs supply typed inputs and preserve ownership of their own outputs.	O017	"[""core"",""organ:O017""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O017""]"	"{""op"":""fact"",""path"":""violation.N-O017-07"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	DECLARED_CONFORMING_STATE	PROHIBIT	authorization.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-07""]"	"[""TC-N-O017-07-NEG"",""TC-N-O017-07-POS"",""TC-POSITIVE-FORMULATION-N-O017-07""]"	"[""CP-04"",""CP-06""]"	C02|C03|C07|C09	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O017-07	99dbf377138127b522b94881b92da7b15f45a46e21cc8334819b443f9997a9bb	99e6c79984d56e7e0a0fef95dec0dfdb4e65f22d609b112c728797440b26dc99	5c7ee9dfe0a19461b79e0eda2fa76837757b2df94e1a14e7407f3d962022b4fa
N-O017-10	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Degradation	When O017 is unavailable, the route remains limited to analysis and preparation of options. Operations requiring material choice, authorization, risk acceptance, and dependent-scope closure become eligible after O017 is restored or an explicitly authorized replacement contract is verified; ownership remains with O017.	O017	"[""core"",""organ:O017""]"	STATE_CLOSURE	MANDATORY_RULE	cycle.closure	closure.status	"[""organ:O017""]"	"{""op"":""fact"",""path"":""violation.N-O017-10"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""STATE_OR_EFFECT_UNKNOWN""]"	"[""FALSE_CLOSURE""]"	DECLARED_CONFORMING_STATE	PROHIBIT	closure.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""STATE_OR_EFFECT_UNKNOWN""],""stop"":[""FALSE_CLOSURE""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O017-10""]"	"[""TC-N-O017-10-NEG"",""TC-N-O017-10-POS"",""TC-POSITIVE-FORMULATION-N-O017-10""]"	"[""CP-01"",""CP-02"",""CP-04"",""CP-05"",""CP-06""]"	C03|C05|C07|C09|C10|C11|EXTERNAL_ACTION|RECOVERY	State, effect, debt, owner, next input, or closure evidence is incomplete.	"[""RESTORE_LAST_VALID_STATE"",""REOPEN_CYCLE"",""RECORD_DEBT"",""CREATE_NEXT_INPUT""]"	Effect, state delta, debt disposition, and next transition are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O017-10	50185f94bf2a7cc861d3eb94918ff50f57b0441af6c5622ca39fa7435004d19a	d08d403c0b57781d05297690b4bd71705d7de4f814791acdfa60c7723e5474a4	09661094f98bea1d196bc1d6c55daecbd786514f33ca68f33f5b5b0ec31ef3ff
N-O018-01	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Six types	Causal, operational, epistemic, normative, risk, consequence, and repair responsibilities remain separate typed axes with explicit owners.	O018	"[""core"",""organ:O018""]"	SAFETY	MANDATORY_RULE	risk.transition_control	risk.status	"[""organ:O018""]"	"{""op"":""always""}"	MUST	EVIDENCE_EVALUATED	REQUIRE	COMPLIANT		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""RISK_UNRESOLVED""]"	"[""UNAUTHORIZED_IRREVERSIBLE_TRANSITION"",""HIGH_RISK_WITHOUT_HUMAN_PROCEDURE""]"	COMPLIANT	REQUIRE	risk.status::COMPLIANT	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""RISK_UNRESOLVED""],""stop"":[""UNAUTHORIZED_IRREVERSIBLE_TRANSITION"",""HIGH_RISK_WITHOUT_HUMAN_PROCEDURE""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O018-01""]"	"[""TC-N-O018-01-NEG"",""TC-N-O018-01-POS"",""TC-POSITIVE-FORMULATION-N-O018-01""]"	"[""CP-04"",""CP-06""]"	C03|C07|C09	Risk class, affected objects, reversibility, authority, compensation, or residual-risk owner is incomplete.	"[""CLASSIFY_RISK"",""ADD_ROLLBACK_OR_COMPENSATION"",""OBTAIN_RISK_ACCEPTANCE"",""REDUCE_SCOPE""]"	Risk, reversibility, residual risk, owner, and rollback or compensation are recorded.	2.22	UNKNOWN_PRE_V2.18	2.22	v2.21:N-O018-01	a55bc6d256f1390dec6b487aba7f4e89679272e8eddbe4d5dce0ce2bc0b6a166	d6644c90804592a7940a64fd7cb14e79de7aa9d20886bc4aa8c33c7d80591f62	c51db2632c3a80796ce0874894317ee443ae700bc820e286e84989d47d6c49de
N-O018-02	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	One owner per type	For one type, object, and scope, one responsible owner is assigned; multiple supporting roles may exist.	O018	"[""core"",""organ:O018""]"	GOVERNANCE	MANDATORY_RULE	scope.boundary	scope.validity	"[""organ:O018""]"	"{""op"":""always""}"	MAY	EVIDENCE_EVALUATED	PERMIT	PERMITTED		[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""CURRENT"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S1"",""minimum_evidence_count"":1,""required_source_classes"":[]}"	"[""OWNER_OR_SCOPE_PENDING""]"	"[""RULE_CONFLICT"",""OWNER_MISSING""]"	PERMITTED	PERMIT	scope.validity::PERMITTED	DECLARED_CONFORMING_STATE	"{""exceptions"":[],""hold"":[""OWNER_OR_SCOPE_PENDING""],""stop"":[""RULE_CONFLICT"",""OWNER_MISSING""]}"	"[""B0"",""C0"",""D0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O018-02""]"	"[""TC-N-O018-02-NEG"",""TC-N-O018-02-POS"",""TC-POSITIVE-FORMULATION-N-O018-02""]"	"[""CP-01"",""CP-02"",""CP-04"",""CP-06""]"	ALL_PHASES	Owner, layer, scope, precedence, conflict route, or change authority is incomplete.	"[""IDENTIFY_OWNER"",""DECLARE_SCOPE"",""RESOLVE_OR_REPAIR_CONFLICT"",""RECORD_AUTHORIZED_CHANGE""]"	Owner, scope, layer, precedence, and conflict or change route are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O018-02	5ef72836cccee16008ced16840ae88eee828f94d755f4c1732d960ab3e749750	f2db10aab2672c2ea4f359ba330ec0ea2560ea761a1c8ab98163d8231e7d356b	90bca59cb9c0f9202548dbf07dcb2a115e35c0c01a8809d74427b7b7b32b0bd7
N-O018-03	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Responsibility and guilt remain distinct	A responsibility map assigns causal, operational, epistemic, normative, legal, and remedial roles; moral blame, punishment, and legal liability are decided through separate authorized procedures.	O018	"[""core"",""organ:O018""]"	AUTHORITY	MANDATORY_RULE	agency.ownership	owner.assignment	"[""organ:O018""]"	"{""op"":""fact"",""path"":""violation.N-O018-03"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	DECLARED_CONFORMING_STATE	PROHIBIT	owner.assignment::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O018-03""]"	"[""TC-N-O018-03-NEG"",""TC-N-O018-03-POS"",""TC-POSITIVE-FORMULATION-N-O018-03""]"	"[""CP-04"",""CP-06""]"	C03|C07	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O018-03	bbc4a4bd75b736eea37eb2a8571b9b20452053a7a3c95be265f29d707ca7ac9e	a61f03552bdb3b6969de1c9913212ec91e8010e628107d5ca594588f61816049	813671c2ce43c5bab493bc876c3498a7407a5270744df781f276fe45639e0517
N-O018-04	BASE	ACTIVE		ACCEPTED_FOR_INTERPRETATION	TRUE	TRUE	FALSE	Functional AI responsibility	AI may bear operational and epistemic responsibility within delegation; final normative and legal responsibility remains with the explicitly designated human or organizational owner.	O018	"[""core"",""organ:O018""]"	AUTHORITY	MANDATORY_RULE	agency.authorization	authorization.status	"[""organ:O018""]"	"{""op"":""fact"",""path"":""violation.N-O018-04"",""equals"":true}"	MUST_NOT	KERNEL_COMPUTED	PROHIBIT		VIOLATED	[]	600	"{""counterevidence_policy"":""HOLD"",""freshness_requirement"":""ANY"",""independence_requirement"":""IND_ANY"",""minimum_epistemic_status"":""S0"",""minimum_evidence_count"":0,""required_source_classes"":[]}"	"[""AUTHORITY_PENDING"",""SCOPE_PENDING""]"	"[""UNAUTHORIZED_EXTERNAL_TRANSITION""]"	DECLARED_CONFORMING_STATE	PROHIBIT	authorization.status::DECLARED_CONFORMING_STATE	VIOLATED	"{""exceptions"":[],""hold"":[""AUTHORITY_PENDING"",""SCOPE_PENDING""],""stop"":[""UNAUTHORIZED_EXTERNAL_TRANSITION""]}"	"[""C0"",""E0"",""I0"",""T0"",""V0""]"	"[""DER-JUST-N-O018-04""]"	"[""TC-N-O018-04-NEG"",""TC-N-O018-04-POS"",""TC-POSITIVE-FORMULATION-N-O018-04""]"	"[""CP-04"",""CP-06""]"	C03|C07	Actor, scope, delegation, decision owner, or validity evidence is incomplete.	"[""IDENTIFY_AUTHORITY_OWNER"",""OBTAIN_OR_REVOKE_DELEGATION"",""RECALCULATE_SCOPE""]"	A valid authority state, scope, owner, and evidence reference are recorded.	2.20	UNKNOWN_PRE_V2.18	2.20	v2.21:N-O018-04	07a1dcf265bcfa854b52fff7bfa7f26bbae60f5ae07eda6448ddfc852150531b	d976abe0310e776c77511ce00efac46ccf44b75ab9bf23dfaf303637012bf76b	40e61f50bbff66175b9d69d56f44b611cdef41cfc4e216c6791e2f9271ad7ac3
