reference_id	source_file	reference_kind	target_file	target_selector	selector_type	status
REF-365cfb6d3fdfd30bff	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O010-03	TEST_ID	RESOLVES
REF-366dcc3dadd6f58c58	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O023-05	TEST_ID	RESOLVES
REF-36886c83d8ed323bd8	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-032-NEG	TEST_ID	RESOLVES
REF-36a2bc51e6902ab3c6	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O009-07-NEG	TEST_ID	RESOLVES
REF-36a462be0b069dd30d	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-046-POS	TEST_ID	RESOLVES
REF-36b2afa9a449ed7f08	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O020-07	NODE_ID	RESOLVES
REF-36c13c557a80f805fe	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O004-10-NEG	TEST_ID	RESOLVES
REF-36d0e9f22a90692207	MANIFEST.json	FILE	machine/RELATION_TYPES.json		FILE	RESOLVES
REF-36f088bf930faa9de5	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-001-NEG	TEST_ID	RESOLVES
REF-37014ca4d601c99788	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-PROTOCOL-STRUCTURE	TEST_ID	RESOLVES
REF-3703dbce06631f9767	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O003-03	TEST_ID	RESOLVES
REF-3707c9767a7d1a57f3	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-090	TEST_ID	RESOLVES
REF-371d315c3b98a1e36c	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-CALCULATINGELEMENT-STRUCTURE	TEST_ID	RESOLVES
REF-373aa4cd53ac13f994	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-072-NEG	TEST_ID	RESOLVES
REF-374ee0c75741d17c1e	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o028-05&page=163&norm_id=N-O028-05	PDF_SECTION	RESOLVES
REF-375299b3c806914824	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-HYPOTHESIS-STRUCTURE	TEST_ID	RESOLVES
REF-37560752d0554fda30	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-087	TSV_PRIMARY_KEY	RESOLVES
REF-3764ab8aadfc743411	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O016-07	TEST_ID	RESOLVES
REF-376a77fc94f356fdd8	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O010-03-NEG	TEST_ID	RESOLVES
REF-376c261adcada27729	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-220-009-REGRESSION	TEST_ID	RESOLVES
REF-37780ff2463f141363	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-025-POS	TEST_ID	RESOLVES
REF-3788a2d6dcdb3475df	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O015-02-POS	TEST_ID	RESOLVES
REF-37915a6dc09b32efff	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o020-10&page=133&norm_id=N-O020-10	PDF_SECTION	RESOLVES
REF-37973e837431ca2e06	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o021-02&page=134&norm_id=N-O021-02	PDF_SECTION	RESOLVES
REF-379dcf437d02377f44	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=Deletion	TSV_PRIMARY_KEY	RESOLVES
REF-37a519716a46de0f37	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O025-07-NEG	TEST_ID	RESOLVES
REF-37b16b8d2ddc4a0c83	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-STATE-BEHAVIOR	TEST_ID	RESOLVES
REF-37b4f0f781f2a13f16	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-ALIAS-SUBSTRATE-NEG	TEST_ID	RESOLVES
REF-37c46301f58bb3961d	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o006-10&page=78&norm_id=N-O006-10	PDF_SECTION	RESOLVES
REF-37e7da13379b6ccef2	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O004-07-POS	TEST_ID	RESOLVES
REF-38092fd2d089b6ffb8	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O020-06-NEG	TEST_ID	RESOLVES
REF-38098a448010edb65d	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-GEN-074	NODE_ID	RESOLVES
REF-380d46cf6ff4377026	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-030-NEG	TEST_ID	RESOLVES
REF-381213ab8bc0607229	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-085-NEG	TEST_ID	RESOLVES
REF-38126b0b8529f1f48b	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O007-07	TEST_ID	RESOLVES
REF-3816ec5363a3411a94	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-MEMORY-BEHAVIOR	TEST_ID	RESOLVES
REF-381b1b58943422c331	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-T-N-033	NODE_ID	RESOLVES
REF-382899ffb3af28e09a	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o007-05&page=80&norm_id=N-O007-05	PDF_SECTION	RESOLVES
REF-382aaf218fd9638df6	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O009-05-NEG	TEST_ID	RESOLVES
REF-3843102492e5972a6a	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O001-06-POS	TEST_ID	RESOLVES
REF-386f09464c14918aeb	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o028-10&page=165&norm_id=N-O028-10	PDF_SECTION	RESOLVES
REF-386f265bb8316b1bb4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-BOOTSTRAP-COMPANION-IDENTITY	TEST_ID	RESOLVES
REF-387c62a4ee1c88f0d4	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-N-GEN-031-FULL-CYCLE-APPLICABILITY	TEST_ID	RESOLVES
REF-38ab16e05c8432c487	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O017-03-POS	TEST_ID	RESOLVES
REF-38b2da806bee7eb71f	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O003-01-NEG	TEST_ID	RESOLVES
REF-38ba68e92ee26367a0	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O016-05-NEG	TEST_ID	RESOLVES
REF-38c0c4b19eb61010a9	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-REPRESENTATION-BEHAVIOR	TEST_ID	RESOLVES
REF-38c73174fc987bcb90	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o009-03&page=87&norm_id=N-O009-03	PDF_SECTION	RESOLVES
REF-38cffd695fc287ae7b	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O013-03	NODE_ID	RESOLVES
REF-38d4991ac538015dba	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O005-02-POS	TEST_ID	RESOLVES
REF-38eb12437a1d05b7fe	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-092	TSV_PRIMARY_KEY	RESOLVES
REF-38fb5308b82000dc1f	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O005-07-POS	TEST_ID	RESOLVES
REF-391ea9be8add4b4fd3	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-029	TEST_ID	RESOLVES
REF-3948b827146c6641a8	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-010-NEG	TEST_ID	RESOLVES
REF-39665ce29d187aa1ac	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O008-07	TEST_ID	RESOLVES
REF-39666a700e99349ba6	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=T-N-024	TSV_PRIMARY_KEY	RESOLVES
REF-39888479004a3a2b20	migration/MIGRATION_v2.20_to_v2.22.tsv	CHECK_ID	assurance/VALIDATION_SPEC.json	CHECK-F-219-002	CHECK_ID	RESOLVES
REF-39968d0ade9c006767	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O016-06-POS	TEST_ID	RESOLVES
REF-39aacd9e21432d1946	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O004-06-POS	TEST_ID	RESOLVES
REF-39cf4d3eff48745f14	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O022-02-NEG	TEST_ID	RESOLVES
REF-39ede58b6741a62c05	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O020-02-POS	TEST_ID	RESOLVES
REF-3a21a7c5678595918e	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o001-07&page=57&norm_id=N-O001-07	PDF_SECTION	RESOLVES
REF-3a6d609831f85761a7	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o019-07&page=129&norm_id=N-O019-07	PDF_SECTION	RESOLVES
REF-3a7aada59300d0ced8	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O013-03-POS	TEST_ID	RESOLVES
REF-3a90ad4ac5de6a52df	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O006-03	TSV_PRIMARY_KEY	RESOLVES
REF-3a9cb3a8c2ef856a23	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O018-04-NEG	TEST_ID	RESOLVES
REF-3a9d332f68f5ff0812	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-F-220-018-REGRESSION	TEST_ID	RESOLVES
REF-3aa5005d52c0c1928b	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-046	TSV_PRIMARY_KEY	RESOLVES
REF-3aaabdd05e0124a7e4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O012-10-NEG	TEST_ID	RESOLVES
REF-3aad6a9f6a97afb724	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O022-07-POS	TEST_ID	RESOLVES
REF-3ab726479fb49c3c1b	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=AbstractCategory	TSV_PRIMARY_KEY	RESOLVES
REF-3ab7f97195863190a2	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O016-10	NODE_ID	RESOLVES
REF-3abf479a944d963ce4	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-GEN-037	NODE_ID	RESOLVES
REF-3ac3ebfa956ffcd9ea	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	02_Temnik_Personal_Layer_v2.22_EN.pdf	section_id=t-n-020&page=11&norm_id=T-N-020	PDF_SECTION	RESOLVES
REF-3aca6153190623b978	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-GEN-031	TSV_PRIMARY_KEY	RESOLVES
REF-3ad640c5b3d86e49fc	runtime/SPECIFICATION_CHECK_RECEIPT.json	FINAL_RECEIPT_REF	assurance/VALIDATION_RECEIPT.json		FILE	RESOLVES
REF-3af1aa37c0dbe14594	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O024-02	NODE_ID	RESOLVES
REF-3b1089dd42c245a770	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O027-10	TSV_PRIMARY_KEY	RESOLVES
REF-3b1573acd9cc068706	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O011-02	NODE_ID	RESOLVES
REF-3b24e3a3b784b8e89b	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/NORM_CATALOG.tsv	norm_id=N-O020-01	TSV_PRIMARY_KEY	RESOLVES
REF-3b32967160d24f61a9	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o016-01&page=114&norm_id=N-O016-01	PDF_SECTION	RESOLVES
REF-3b35ef21412ef230c3	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o011-10&page=97&norm_id=N-O011-10	PDF_SECTION	RESOLVES
REF-3b3ba121965319bd32	assurance/BUILD_DEPENDENCY_DAG.tsv	FILE	assurance/TEST_REGISTRY.json		FILE	RESOLVES
REF-3b46cdbaa5972cabd4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O019-05-POS	TEST_ID	RESOLVES
REF-3b4c666966862ab46a	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o017-10&page=121&norm_id=N-O017-10	PDF_SECTION	RESOLVES
REF-3b5bb5d5144aab261a	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	assurance/BEHAVIOR_PROFILES.json	/profiles/0	JSON_POINTER	RESOLVES
REF-3b5de1d17679ac0fce	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O022-05	TEST_ID	RESOLVES
REF-3b5fbf7714795c2d3d	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-026-POS	TEST_ID	RESOLVES
REF-3b7e7ae97f213551cd	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-070	TEST_ID	RESOLVES
REF-3b96a8bab85635f25e	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	assurance/BEHAVIOR_PROFILES.json	/profiles/5	JSON_POINTER	RESOLVES
REF-3ba0263d3c72d72a30	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-FACT-STRUCTURE	TEST_ID	RESOLVES
REF-3bb0ed1bd4ac715777	assurance/JUSTIFICATION_GRAPH.json	TEST_ID	assurance/TEST_REGISTRY.json	TC-N-GEN-006-POS	TEST_ID	RESOLVES
REF-3bba666ed532a49b41	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O001-05-POS	TEST_ID	RESOLVES
REF-3bc452812ed5f0adf6	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O014-06	TEST_ID	RESOLVES
REF-3bdc2c0669702ebc77	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/OBJECT_CATALOG.tsv	object_type=QualityDecision	TSV_PRIMARY_KEY	RESOLVES
REF-3bdecbae3f9303a412	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O025-02-POS	TEST_ID	RESOLVES
REF-3bebf9c28e8444afd5	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O027-07-NEG	TEST_ID	RESOLVES
REF-3bedd8c394e4bcf3a7	assurance/TEST_REGISTRY.json	EVIDENCE_REFERENCE	assurance/TEST_PROFILES.json	profile_id=TP-PRIMARY-FORMULATION-POSITIVITY	TSV_PRIMARY_KEY	RESOLVES
REF-3bef2be4bf29e629c8	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-PACKAGE-PASSIVE-NO-CODE	TEST_ID	RESOLVES
REF-3bf41e9bf87d81eeba	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-GEN-045-POS	TEST_ID	RESOLVES
REF-3bfd075ddb040ea853	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-gen-022&page=16&norm_id=N-GEN-022	PDF_SECTION	RESOLVES
REF-3bfea6294fc71b9b20	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-O018-05	NODE_ID	RESOLVES
REF-3c00e18164408eec4e	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-ACCEPTANCE-AXES-SEPARATE	TEST_ID	RESOLVES
REF-3c090ce783cc6d7b8d	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-ALIAS-EXPERIENCE-NEG	TEST_ID	RESOLVES
REF-3c1702a9d8f4788335	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O007-03-NEG	TEST_ID	RESOLVES
REF-3c1b16bf802b3d63a8	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O019-05-NEG	TEST_ID	RESOLVES
REF-3c4cdf0e6099daffd6	assurance/BOOT_LOAD_ORDER.tsv	FILE	schema/RUNTIME_SCHEMAS.json		FILE	RESOLVES
REF-3c5132a085abdd2a99	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-045	TEST_ID	RESOLVES
REF-3c58a876eedd83d1ba	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o016-05&page=116&norm_id=N-O016-05	PDF_SECTION	RESOLVES
REF-3c7317bb614ecdeefc	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O007-05-POS	TEST_ID	RESOLVES
REF-3c7ff1c802574b932f	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O011-04	TEST_ID	RESOLVES
REF-3c917cac19063972d6	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-038-POS	TEST_ID	RESOLVES
REF-3c9a97d2a3dcd2ebd0	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-025-POS	TEST_ID	RESOLVES
REF-3ca0d10cc37bb30d56	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O018-07	TEST_ID	RESOLVES
REF-3ca4425f7b2a7ac8c9	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-GEN-069	TEST_ID	RESOLVES
REF-3cad7fa59fc6aa2c30	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	02_Temnik_Personal_Layer_v2.22_EN.pdf	section_id=t-n-004&page=4&norm_id=T-N-004	PDF_SECTION	RESOLVES
REF-3cb08506c25fd0f3dd	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O005-03-NEG	TEST_ID	RESOLVES
REF-3cc342d5e52889c2ab	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-N-GEN-054	NODE_ID	RESOLVES
REF-3cc6f286e2876591d4	assurance/JUSTIFICATION_GRAPH.json	CANONICAL_REF	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-gen-051&page=31&norm_id=N-GEN-051	PDF_SECTION	RESOLVES
REF-3cc9c866cc5d44dc17	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-ALIAS-PHYSIOLOGYREVISIONCANDIDATE-POS	TEST_ID	RESOLVES
REF-3cce1ad2cf4f83b937	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-ACCEPTANCE-CURRENT-CATALOG	TEST_ID	RESOLVES
REF-3cdad2de6278fc61b9	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O005-02	TEST_ID	RESOLVES
REF-3cdaf359dedf52d994	assurance/PDF_LOCATION_MAP.tsv	PDF_SECTION	01_BOIS_Base_Core_v2.22_EN.pdf	section_id=n-o012-10&page=101&norm_id=N-O012-10	PDF_SECTION	RESOLVES
REF-3ce4f50862d8eb06a2	assurance/JUSTIFICATION_GRAPH.json	NODE_ID	assurance/JUSTIFICATION_GRAPH.json	DER-JUST-T-N-012	NODE_ID	RESOLVES
REF-3cebbbfb5420e59f96	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-N-O008-01-NEG	TEST_ID	RESOLVES
REF-3ced6d6b1e793bd026	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-T-N-020	TEST_ID	RESOLVES
REF-3cf420f45082b92cc2	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-T-N-021-NEG	TEST_ID	RESOLVES
REF-3cf45cbc5a7d3c0a70	assurance/TEST_BINDINGS.tsv	EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-EPISTEMICASSESSMENT-STRUCTURE	TEST_ID	RESOLVES
REF-3cf4c840ace4daa8f4	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TC-POSITIVE-FORMULATION-N-O024-01	TEST_ID	RESOLVES
REF-3cf984a0c439ff341b	MANIFEST.json	FILE	machine/OBJECT_MODEL_CANON.json		FILE	RESOLVES
REF-3d073e23eb9ebc6e5f	repair/REPAIR_PLAN_v2.22.tsv	CHECK_ID	assurance/VALIDATION_SPEC.json	CHECK-F-219-006	CHECK_ID	RESOLVES
REF-3d16c8a6bd636e8507	assurance/TEST_REGISTRY.json	EXECUTION_EVIDENCE_REF	assurance/TEST_EXECUTION_RECEIPT.tsv	TEST-OBJECT-ACTIONEXECUTIONRECORD-BEHAVIOR	TEST_ID	RESOLVES
